redis_1          | 1:M 17 Oct 2025 08:58:18.019 * 1 changes in 3600 seconds. Saving...
celery-worker_1  | [2025-10-15 15:30:00,092: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 15:30:00,095: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[d119904b-9e34-487b-8381-44a888829570] succeeded in 0.03676677821204066s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 15:45:00,019: INFO/MainProcess] Task planning.tasks.send_deadline_notification[eb2c7e01-8d88-4bd7-88de-3cb2f9b6a8cb] received
celery-worker_1  | [2025-10-15 15:45:00,066: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 15:45:00,070: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[eb2c7e01-8d88-4bd7-88de-3cb2f9b6a8cb] succeeded in 0.04865199187770486s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 16:00:00,025: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[9f4f681f-29f4-426c-91bd-200a5df5d56a] received
celery-worker_1  | [2025-10-15 16:00:00,057: INFO/MainProcess] Task planning.tasks.send_deadline_notification[ade7d4ae-82d6-4b1e-839e-244819b20fb7] received
celery-worker_1  | [2025-10-15 16:00:00,054: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 16:00:00,066: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[9f4f681f-29f4-426c-91bd-200a5df5d56a] succeeded in 0.03955951426178217s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 16:00:00,097: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 16:00:00,100: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[ade7d4ae-82d6-4b1e-839e-244819b20fb7] succeeded in 0.0418062387034297s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 16:15:00,010: INFO/MainProcess] Task planning.tasks.send_deadline_notification[2b2e85dd-2495-4f58-b64b-22f836841264] received
celery-worker_1  | [2025-10-15 16:15:00,046: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 16:15:00,048: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[2b2e85dd-2495-4f58-b64b-22f836841264] succeeded in 0.03543282113969326s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 16:30:00,029: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[086c6d95-c973-4aa2-b7e2-96404925db56] received
celery-worker_1  | [2025-10-15 16:30:00,062: INFO/MainProcess] Task planning.tasks.send_deadline_notification[0e0848f0-d594-4319-b82f-69729a4b8458] received
celery-worker_1  | [2025-10-15 16:30:00,083: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 16:30:00,085: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[086c6d95-c973-4aa2-b7e2-96404925db56] succeeded in 0.054398978129029274s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 16:30:00,112: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 16:30:00,116: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[0e0848f0-d594-4319-b82f-69729a4b8458] succeeded in 0.05183468898758292s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 16:45:00,020: INFO/MainProcess] Task planning.tasks.send_deadline_notification[c51c0e8c-c9d6-46ba-8479-503cf117908f] received
celery-worker_1  | [2025-10-15 16:45:00,059: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 16:45:00,061: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[c51c0e8c-c9d6-46ba-8479-503cf117908f] succeeded in 0.03898019902408123s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 17:00:00,016: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[b3b7a055-90da-4fac-8ca2-4163b9050060] received
celery-worker_1  | [2025-10-15 17:00:00,043: INFO/MainProcess] Task planning.tasks.send_deadline_notification[19c5712d-1420-4586-ae23-84dbce9ea7b9] received
celery-worker_1  | [2025-10-15 17:00:00,050: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 17:00:00,054: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[b3b7a055-90da-4fac-8ca2-4163b9050060] succeeded in 0.036119391676038504s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 17:00:00,071: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 17:00:00,073: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[19c5712d-1420-4586-ae23-84dbce9ea7b9] succeeded in 0.029023299925029278s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 17:15:00,052: INFO/MainProcess] Task planning.tasks.send_deadline_notification[bd677bc2-f024-428e-b055-1f10249100db] received
celery-worker_1  | [2025-10-15 17:15:00,098: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 17:15:00,101: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[bd677bc2-f024-428e-b055-1f10249100db] succeeded in 0.04734177887439728s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 17:30:00,013: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[cf1a4c43-4521-4f7d-bb31-ebb0eb34f5c5] received
celery-worker_1  | [2025-10-15 17:30:00,041: INFO/MainProcess] Task planning.tasks.send_deadline_notification[ef825c42-6a1d-41ad-8d66-59cead36d5ba] received
celery-worker_1  | [2025-10-15 17:30:00,056: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 17:30:00,058: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[cf1a4c43-4521-4f7d-bb31-ebb0eb34f5c5] succeeded in 0.043014680966734886s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 17:30:00,079: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 17:30:00,081: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[ef825c42-6a1d-41ad-8d66-59cead36d5ba] succeeded in 0.03524484904482961s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 17:45:00,019: INFO/MainProcess] Task planning.tasks.send_deadline_notification[b7a16157-bbcf-41e1-8cf2-1be1902567ba] received
celery-worker_1  | [2025-10-15 17:45:00,045: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 17:45:00,051: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[b7a16157-bbcf-41e1-8cf2-1be1902567ba] succeeded in 0.029876483138650656s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 18:00:00,021: INFO/MainProcess] Task planning.tasks.send_deadline_notification[59363e69-ebb7-456f-8af1-82ee95d8e279] received
celery-worker_1  | [2025-10-15 18:00:00,046: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[94be3ea9-181e-44f0-8be4-64f2270785ba] received
celery-worker_1  | [2025-10-15 18:00:00,067: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 18:00:00,069: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[59363e69-ebb7-456f-8af1-82ee95d8e279] succeeded in 0.0476069669239223s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 18:00:00,086: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 18:00:00,088: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[94be3ea9-181e-44f0-8be4-64f2270785ba] succeeded in 0.04076152155175805s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 18:15:00,033: INFO/MainProcess] Task planning.tasks.send_deadline_notification[bf069c43-79ef-44dd-91af-fae360518d5d] received
celery-worker_1  | [2025-10-15 18:15:00,062: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 18:15:00,074: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[bf069c43-79ef-44dd-91af-fae360518d5d] succeeded in 0.038976892828941345s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 18:30:00,013: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[1408dd22-b977-45f7-a112-191590188eca] received
celery-worker_1  | [2025-10-15 18:30:00,042: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 18:30:00,044: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[1408dd22-b977-45f7-a112-191590188eca] succeeded in 0.029815474059432745s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 18:30:00,053: INFO/MainProcess] Task planning.tasks.send_deadline_notification[2913dec2-2517-4ef6-9d1c-0e160426e221] received
celery-worker_1  | [2025-10-15 18:30:00,086: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 18:30:00,088: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[2913dec2-2517-4ef6-9d1c-0e160426e221] succeeded in 0.03336641285568476s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 18:45:00,013: INFO/MainProcess] Task planning.tasks.send_deadline_notification[03d00eec-d22b-4f37-a1a8-83babdd1602c] received
celery-worker_1  | [2025-10-15 18:45:00,040: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 18:45:00,042: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[03d00eec-d22b-4f37-a1a8-83babdd1602c] succeeded in 0.027321468107402325s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 19:00:00,025: INFO/MainProcess] Task planning.tasks.send_deadline_notification[ef4ff14e-a4ef-4da9-b331-d75d75e672cc] received
celery-worker_1  | [2025-10-15 19:00:00,056: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 19:00:00,067: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[ef4ff14e-a4ef-4da9-b331-d75d75e672cc] succeeded in 0.04040447110310197s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 19:00:00,074: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[f431ec58-b137-431c-9b82-e2cd3188bdca] received
celery-worker_1  | [2025-10-15 19:00:00,114: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 19:00:00,117: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[f431ec58-b137-431c-9b82-e2cd3188bdca] succeeded in 0.04110189760103822s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 19:00:43,013: CRITICAL/MainProcess] Unrecoverable error: ResponseError('UNBLOCKED force unblock from blocking operation, instance state changed (master -> replica?)')
celery-worker_1  | Traceback (most recent call last):
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/celery/worker/worker.py", line 202, in start
celery-worker_1  |     self.blueprint.start(self)
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/celery/bootsteps.py", line 116, in start
celery-worker_1  |     step.start(parent)
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/celery/bootsteps.py", line 365, in start
celery-worker_1  |     return self.obj.start()
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/celery/worker/consumer/consumer.py", line 340, in start
celery-worker_1  |     blueprint.start(self)
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/celery/bootsteps.py", line 116, in start
celery-worker_1  |     step.start(parent)
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/celery/worker/consumer/consumer.py", line 746, in start
celery-worker_1  |     c.loop(*c.loop_args())
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/celery/worker/loops.py", line 97, in asynloop
celery-worker_1  |     next(loop)
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/kombu/asynchronous/hub.py", line 373, in create_loop
celery-worker_1  |     cb(*cbargs)
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/kombu/transport/redis.py", line 1359, in on_readable
celery-worker_1  |     self.cycle.on_readable(fileno)
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/kombu/transport/redis.py", line 576, in on_readable
celery-worker_1  |     chan.handlers[type]()
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/kombu/transport/redis.py", line 974, in _brpop_read
celery-worker_1  |     dest__item = self.client.parse_response(self.client.connection,
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/redis/client.py", line 553, in parse_response
celery-worker_1  |     response = connection.read_response()
celery-worker_1  |   File "/usr/local/lib/python3.10/dist-packages/redis/connection.py", line 524, in read_response
celery-worker_1  |     raise response
celery-worker_1  | redis.exceptions.ResponseError: UNBLOCKED force unblock from blocking operation, instance state changed (master -> replica?)
redis_1          | 1:M 18 Oct 2025 02:58:36.003 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 02:58:36.005 * Background saving started by pid 119
redis_1          | 119:C 18 Oct 2025 02:58:36.010 * DB saved on disk
redis_1          | 119:C 18 Oct 2025 02:58:36.011 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 02:58:36.106 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 03:58:37.036 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 03:58:37.038 * Background saving started by pid 120
redis_1          | 120:C 18 Oct 2025 03:58:37.044 * DB saved on disk
redis_1          | 120:C 18 Oct 2025 03:58:37.045 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 03:58:37.139 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 04:58:38.048 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 04:58:38.049 * Background saving started by pid 121
redis_1          | 121:C 18 Oct 2025 04:58:38.054 * DB saved on disk
redis_1          | 121:C 18 Oct 2025 04:58:38.055 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 04:58:38.150 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 05:58:39.001 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 05:58:39.002 * Background saving started by pid 122
redis_1          | 122:C 18 Oct 2025 05:58:39.007 * DB saved on disk
redis_1          | 122:C 18 Oct 2025 05:58:39.007 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 05:58:39.103 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 06:58:40.030 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 06:58:40.031 * Background saving started by pid 123
redis_1          | 123:C 18 Oct 2025 06:58:40.037 * DB saved on disk
redis_1          | 123:C 18 Oct 2025 06:58:40.038 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 06:58:40.132 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 07:58:41.066 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 07:58:41.067 * Background saving started by pid 124
redis_1          | 124:C 18 Oct 2025 07:58:41.073 * DB saved on disk
redis_1          | 124:C 18 Oct 2025 07:58:41.074 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 07:58:41.168 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 08:58:42.071 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 08:58:42.072 * Background saving started by pid 125
redis_1          | 125:C 18 Oct 2025 08:58:42.078 * DB saved on disk
redis_1          | 125:C 18 Oct 2025 08:58:42.079 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 08:58:42.173 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 09:58:43.046 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 09:58:43.047 * Background saving started by pid 126
redis_1          | 126:C 18 Oct 2025 09:58:43.052 * DB saved on disk
redis_1          | 126:C 18 Oct 2025 09:58:43.053 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 09:58:43.148 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 10:58:44.041 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 10:58:44.043 * Background saving started by pid 127
redis_1          | 127:C 18 Oct 2025 10:58:44.049 * DB saved on disk
redis_1          | 127:C 18 Oct 2025 10:58:44.050 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 10:58:44.144 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 11:58:45.098 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 11:58:45.099 * Background saving started by pid 128
redis_1          | 128:C 18 Oct 2025 11:58:45.105 * DB saved on disk
redis_1          | 128:C 18 Oct 2025 11:58:45.105 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 11:58:45.201 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 12:58:46.093 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 12:58:46.094 * Background saving started by pid 129
redis_1          | 129:C 18 Oct 2025 12:58:46.101 * DB saved on disk
redis_1          | 129:C 18 Oct 2025 12:58:46.101 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 12:58:46.196 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 13:58:47.080 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 13:58:47.081 * Background saving started by pid 130
redis_1          | 130:C 18 Oct 2025 13:58:47.086 * DB saved on disk
redis_1          | 130:C 18 Oct 2025 13:58:47.087 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 13:58:47.182 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 14:13:36.369 # Possible SECURITY ATTACK detected. It looks like somebody is sending POST or Host: commands to Redis. This is likely due to an attacker attempting to use Cross Protocol Scripting to compromise your Redis instance. Connection from 3.130.96.91:55792 aborted.
redis_1          | 1:M 18 Oct 2025 14:15:49.544 # Possible SECURITY ATTACK detected. It looks like somebody is sending POST or Host: commands to Redis. This is likely due to an attacker attempting to use Cross Protocol Scripting to compromise your Redis instance. Connection from 3.130.96.91:52678 aborted.
redis_1          | 1:M 18 Oct 2025 14:58:48.066 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 14:58:48.067 * Background saving started by pid 131
redis_1          | 131:C 18 Oct 2025 14:58:48.073 * DB saved on disk
redis_1          | 131:C 18 Oct 2025 14:58:48.073 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 14:58:48.168 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 15:58:49.019 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 15:58:49.019 * Background saving started by pid 132
redis_1          | 132:C 18 Oct 2025 15:58:49.026 * DB saved on disk
redis_1          | 132:C 18 Oct 2025 15:58:49.027 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 15:58:49.120 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 16:58:50.064 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 16:58:50.065 * Background saving started by pid 133
redis_1          | 133:C 18 Oct 2025 16:58:50.071 * DB saved on disk
redis_1          | 133:C 18 Oct 2025 16:58:50.071 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 16:58:50.166 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 17:58:51.039 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 17:58:51.040 * Background saving started by pid 134
redis_1          | 134:C 18 Oct 2025 17:58:51.046 * DB saved on disk
redis_1          | 134:C 18 Oct 2025 17:58:51.047 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 17:58:51.141 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 18:58:52.066 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 18:58:52.067 * Background saving started by pid 135
redis_1          | 135:C 18 Oct 2025 18:58:52.075 * DB saved on disk
redis_1          | 135:C 18 Oct 2025 18:58:52.076 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 18:58:52.168 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 19:58:53.093 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 19:58:53.094 * Background saving started by pid 136
redis_1          | 136:C 18 Oct 2025 19:58:53.099 * DB saved on disk
redis_1          | 136:C 18 Oct 2025 19:58:53.099 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 19:58:53.195 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 20:58:54.072 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 20:58:54.074 * Background saving started by pid 137
redis_1          | 137:C 18 Oct 2025 20:58:54.079 * DB saved on disk
redis_1          | 137:C 18 Oct 2025 20:58:54.080 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 20:58:54.175 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 21:58:55.085 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 21:58:55.086 * Background saving started by pid 138
redis_1          | 138:C 18 Oct 2025 21:58:55.091 * DB saved on disk
redis_1          | 138:C 18 Oct 2025 21:58:55.092 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 21:58:55.187 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 22:58:56.076 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 22:58:56.077 * Background saving started by pid 139
redis_1          | 139:C 18 Oct 2025 22:58:56.083 * DB saved on disk
redis_1          | 139:C 18 Oct 2025 22:58:56.084 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 22:58:56.178 * Background saving terminated with success
redis_1          | 1:M 18 Oct 2025 23:58:57.007 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 18 Oct 2025 23:58:57.008 * Background saving started by pid 140
redis_1          | 140:C 18 Oct 2025 23:58:57.014 * DB saved on disk
redis_1          | 140:C 18 Oct 2025 23:58:57.015 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 18 Oct 2025 23:58:57.109 * Background saving terminated with success
redis_1          | 1:M 19 Oct 2025 00:58:58.033 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 19 Oct 2025 00:58:58.034 * Background saving started by pid 141
redis_1          | 141:C 19 Oct 2025 00:58:58.039 * DB saved on disk
redis_1          | 141:C 19 Oct 2025 00:58:58.039 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 19 Oct 2025 00:58:58.135 * Background saving terminated with success
redis_1          | 1:M 19 Oct 2025 01:58:59.081 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 19 Oct 2025 01:58:59.084 * Background saving started by pid 142
redis_1          | 142:C 19 Oct 2025 01:58:59.090 * DB saved on disk
redis_1          | 142:C 19 Oct 2025 01:58:59.091 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 19 Oct 2025 01:58:59.185 * Background saving terminated with success
redis_1          | 1:M 19 Oct 2025 02:59:00.072 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 19 Oct 2025 02:59:00.081 * Background saving started by pid 143
redis_1          | 143:C 19 Oct 2025 02:59:00.104 * DB saved on disk
redis_1          | 143:C 19 Oct 2025 02:59:00.105 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 19 Oct 2025 02:59:00.183 * Background saving terminated with success
redis_1          | 1:M 19 Oct 2025 03:59:01.068 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 19 Oct 2025 03:59:01.069 * Background saving started by pid 144
redis_1          | 144:C 19 Oct 2025 03:59:01.086 * DB saved on disk
redis_1          | 144:C 19 Oct 2025 03:59:01.087 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 19 Oct 2025 03:59:01.171 * Background saving terminated with success
redis_1          | 1:M 19 Oct 2025 04:59:02.098 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 19 Oct 2025 04:59:02.099 * Background saving started by pid 145
redis_1          | 145:C 19 Oct 2025 04:59:02.117 * DB saved on disk
redis_1          | 145:C 19 Oct 2025 04:59:02.118 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 19 Oct 2025 04:59:02.204 * Background saving terminated with success
redis_1          | 1:M 19 Oct 2025 05:59:03.020 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 19 Oct 2025 05:59:03.022 * Background saving started by pid 146
redis_1          | 146:C 19 Oct 2025 05:59:03.028 * DB saved on disk
redis_1          | 146:C 19 Oct 2025 05:59:03.029 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 19 Oct 2025 05:59:03.123 * Background saving terminated with success
redis_1          | 1:M 19 Oct 2025 06:59:04.083 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 19 Oct 2025 06:59:04.084 * Background saving started by pid 147
redis_1          | 147:C 19 Oct 2025 06:59:04.109 * DB saved on disk
redis_1          | 147:C 19 Oct 2025 06:59:04.110 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
redis_1          | 1:M 19 Oct 2025 06:59:04.186 * Background saving terminated with success
redis_1          | 1:M 19 Oct 2025 07:59:05.096 * 1 changes in 3600 seconds. Saving...
redis_1          | 1:M 19 Oct 2025 07:59:05.097 * Background saving started by pid 148
redis_1          | 148:C 19 Oct 2025 07:59:05.102 * DB saved on disk
